"STATION","DATE","EMXP"
"USC00027390","2017-06","4.3"
"USC00027390","2017-08","6.9"
"USC00027390","2017-09","1.5"
"USC00027390","2017-10","0.0"
"USC00027390","2017-11","0.0"
"USC00027390","2018-01","0.3"
"USC00027390","2018-02","24.1"
"USC00027390","2018-03","0.5"
"USC00027390","2018-04","0.0"
"USC00027390","2018-05","0.0"
"USC00027390","2018-06","4.8"
"USC00027390","2018-07","5.1"
"USC00027390","2018-08","14.2"
"USC00027390","2018-09","35.1"
"USC00027390","2018-10","12.7"
"USC00027390","2018-12","5.1"
"USC00027390","2019-01","5.1"
"USC00027390","2019-02","10.4"
"USC00027390","2019-03","18.3"
"USC00027390","2019-04","5.6"
"USC00027390","2019-06","0.0"
"USC00027390","2019-07","7.6"
"USC00027390","2019-08","8.6"
"USC00027390","2019-10","0.8"
"USC00027390","2019-11","24.1"
"USC00027390","2019-12","26.2"
"USC00027390","2020-01","6.9"
"USC00027390","2020-02","10.9"
"USC00027390","2020-03","13.7"
"USC00027390","2020-04","0.0"
"USC00027390","2020-05","0.0"
"USC00027390","2020-06","0.5"
"USC00027390","2020-08","5.3"
"USC00027390","2020-09","0.0"
"USC00027390","2020-10","0.0"
"USC00027390","2020-11","0.3"
"USC00027390","2020-12","12.4"
"USC00027390","2021-01","4.8"
"USC00027390","2021-02","4.1"
"USC00027390","2021-03","5.6"
"USC00027390","2021-04","0.0"
"USC00027390","2021-05","0.0"
"USC00027390","2021-06",
"USC00027390","2021-07","18.0"
"USC00027390","2021-08","29.5"
"USC00027390","2021-09","23.9"
"USC00027390","2021-11","0.5"
"USC00027390","2021-12","13.0"
"USC00027390","2022-01","5.8"
"USC00027390","2022-02","0.3"
"USC00027390","2022-03","5.1"
"USC00027390","2022-04","0.0"
"USC00027390","2022-05","0.0"
"USC00027390","2022-06","15.2"
"USC00027390","2022-07","21.3"
"USC00027390","2022-08","24.1"
"USC00027390","2022-09","2.8"
"USC00027390","2022-10","8.6"
"USC00027390","2022-11","0.0"
"USC00027390","2022-12","10.7"
"USC00027390","2023-01","6.9"
"USC00027390","2023-02","3.0"
"USC00027390","2023-03","2.8"
